,완전,완전히,아주
활발할거같긴해여,1,0,0
황금레시피네요,1,0,0
황당한표정으로,1,0,0
회,2,0,0
회복,1,0,0
회복에,1,0,0
회복했어요,1,0,0
회사랑,1,0,0
회색,1,0,0
회전문,1,0,0
효과음,1,0,0
효과음마냥,1,0,0
효녀,1,0,0
효녀ㅜ,1,0,0
효녀가,0,0,1
효녀구만,1,0,0
효녀냥이네여,1,0,0
효도죠,1,0,0
효묘가,1,0,0
효율적인거,1,0,0
효자가되요,1,0,0
효자네요,1,0,0
효자시네요,1,0,0
효자야,0,0,1
후각이,0,0,1
후다닥,1,0,0
후덜덜하더라구요,0,0,1
후덥지근해,1,0,0
후려쳐야,1,0,0
후련한건,1,0,0
후련해,0,0,1
후리하게,1,0,0
후줄근하게,1,0,0
후진국,1,0,0
후회중이요ㅠㅠ,1,0,0
후회했어요,1,0,0
후회했잖아요,1,0,0
훈남에,1,0,0
훈훈하더라고요,1,0,0
훌륭하게,0,0,1
훌륭하네,1,0,0
훌륭하다,0,0,1
훌륭하다고,0,0,1
훌륭하도다,0,0,1
훌륭하신,0,0,1
훌륭하십니다,1,0,1
훌륭한,3,0,3
훌륭한거,0,0,1
훌륭합니다,0,0,2
훌륭해,0,0,5
훌륭했어요,0,0,1
훌융라군,0,0,1
휑하다,1,0,0
휘감고,1,0,0
휘둘렀지,0,0,1
휘둥그레지고,1,0,0
휘몰아치기,1,0,0
휙휙,1,0,0
휴양지,2,0,0
휴양지는,1,0,0
휴지된건가요,1,0,0
흐려서,1,0,0
흐려요,1,0,0
흐리다했오,1,0,0
흐물,1,0,0
흐뭇하겠어,0,0,1
흐뭇한,1,0,0
흐뭇해,0,0,1
흐뭇해지는,0,0,1
흐지부지,1,0,0
흑역사,2,0,0
흑역사예요,1,0,0
흑역사일,1,0,0
흑역사잖아요,1,0,0
흑인같은데,1,0,0
흔한증상인데,0,0,1
흙빛돼요,1,0,0
흡입을,1,0,0
흡입하고,1,0,0
흡입함,1,0,0
흡입했네요,0,0,1
흡족스러웡,0,0,1
흡족한,0,0,1
흥건해,0,0,1
흥겨워,1,0,0
흥미,1,0,0
흥미돋이여,1,0,0
흥미로운,1,0,0
흥미로워요,1,0,1
흥미로웠어요,0,0,1
흥미롭겠어,0,0,1
흥미롭고,0,0,1
흥미롭다,1,0,0
흥미진진,5,0,3
흥미진진하고,1,0,0
흥미진진하고요,1,0,0
흥미진진하니까,1,0,0
흥미진진합니다,0,0,1
흥미진진했어요,0,0,1
흥이야,1,0,0
흥하는,1,0,0
흥해서,1,0,0
흥행보증수표네요,1,0,0
흩어져서,1,0,0
흩어졌으니,1,0,0
희망적,0,0,1
희망차네,1,0,0
희망찬,1,0,0
희재,1,0,0
흰색이랑,1,0,0
히트였죠,1,0,0
히트쳐서,1,0,0
힐링,18,0,0
힐링데이였네요,1,0,0
힐링도ㅑ요ㅠㅠ,1,0,0
힐링돼요,1,0,0
힐링됐오,1,0,0
힐링되는,1,0,0
힐링되죠,1,0,0
힐링물이에요,1,0,0
힐링스팟이에요,1,0,0
힐링여행,1,0,0
힐링여행이었습니다ㅎㅎ,1,0,0
힐링이다,1,0,0
힐링이었어요,1,0,0
힐링이요ㅠㅠ,1,0,0
힐링임,2,0,0
힐링중이네,0,0,1
힐링템,1,0,0
힐링하고,1,0,0
힐링하셨겠네요,1,0,0
힘ㄷㄹ어,0,0,1
힘겨운,0,0,1
힘나죠,1,0,0
힘든데,1,0,0
힘들,2,0,0
힘들게,5,0,0
힘들겠다,1,0,0
힘들겠어요,1,0,0
힘들다,1,0,0
힘들다던데,1,0,0
힘들더라구,0,0,1
힘들어보였어,1,0,0
힘들어요,1,0,1
힘들어지지,0,0,1
힘들어해요,0,0,1
힘들엇어,0,0,1
힘들었다,1,0,0
힘들었답니다,1,0,0
힘들었어ㅠ,1,0,0
힘들었잖아,1,0,0
힘들었죠,1,0,0
힘들었지,0,0,1
힘듭니다ㅋㅋ,0,0,1
힙한,2,0,0
힙할거같아,1,0,0
힙합은,1,0,0
힙해서,1,0,0
힙혀,1,0,0
힝입니다,1,0,0
